bookid,product_title,reviewer,review_timestamp,rating,review_text,review_link
18873852,      The Way of Chuang Tzu,Ahmad Sharabiani,41029,really liked it,"

The Way of Chuang Tzu, Zhuangzi, Thomas MertonAs free, interpretive readings, this book is very much Thomas Merton's own, the result of five years of reading, study and meditation. Chuang Tzu, the most spiritual of the classic Chinese philosophers, is the chief historical spokesman for Taoism. Through his writings and those of other Taoist sages, Indian Buddhism was transformed in China into what is now known by its Japanese name - Zen.تاریخ نخستین خوانش: روز بیست و یکم ماه نوامبر سال 2016 میلاد
The Way of Chuang Tzu, Zhuangzi, Thomas MertonAs free, interpretive readings, this book is very much Thomas Merton's own, the result of five years of reading, study and meditation. Chuang Tzu, the most spiritual of the classic Chinese philosophers, is the chief historical spokesman for Taoism. Through his writings and those of other Taoist sages, Indian Buddhism was transformed in China into what is now known by its Japanese name - Zen.تاریخ نخستین خوانش: روز بیست و یکم ماه نوامبر سال 2016 میلادیعنوان: این کتاب بی فایده است - خرد دائو؛ نویسنده: توماس مرتون؛ برگردان: علیرضا تنکابنی؛ تهران، کاروان، 1387؛ در 231 ص؛ چاپ چهارم 1394؛ در 231 ص، مصور؛ شابک: 9789647033985؛ چاپ دیگر: تهران، نشر قطره، 1389؛ در 240 ص؛ شابک 9786001191688؛ چاپ دیگر: تهران، نشر مکتوب، 1394؛ در 231 ص؛ شابک: 9786009426751؛ موضوع: آموزه های جوانگ دزو (زه) (دزی)؛ تائوئیسم؛ سده 4 پیش از میلادگفته های کلاسیک «جوانگ زه»، فیلسوف چینی سده چهارم پیش از میلاد. نقل از متن پشت جلد: شبی خواب دیدم که پروانه ام و از گلی به گلی دیگر میپرم. بیخبر بودم از اینکه جوانگ زه ام. ناگه برخاستم و باز جوانگ زه شدم. ولی نمیدانستم که آیا من جوانگ زه ام که خواب دیدم پروانه شده بودم یا پروانه ام و خواب میبینم که جوانگ زه ام - پایان نقل پشت جلدحکایتی از کتاب: درخت بزرگی دارم، از آنگونه که بی بار و بر خوانند. کنده اش کوژ است، و فراوان گره دارد، شاخه هایش بسیار کج است. به هیچ طریق نتوان برید تا فایده ای به بار آرد. هیچ درودگری به آن نمینگرد. چنین درخت تناور آیا بی فایده است؟ پس در زمین بایر، در جای تهی بکارش؛ دورش بگردش درآی، و وقت بگذران، زیر سایه اش آرام گیر. هیچ تبر و اره ای قصد آسیبش نکند. هرگز کسی نبردش. در جایی که بسیاری میخواهند از شما دیرکی بسازند، که در جای خود محکم و پایدار و خشک و سخت و بیروح بایستید، دائو از شما میخواهد جوانه ای باشید، درختی جوان که کم کم شاخ و برگ میگیرد، شکوفه میدهد و در زمان خود بارور میشود، ولی در تمام این مدت همواره با نسیم و کوران زندگی میرقصد. پایان حکایت. ا. شربیانی
...more

",https://www.goodreads.com/review/show/321945020?book_show_action=true
18873852,      The Way of Chuang Tzu,Jokoloyo,42999,it was amazing,"

It is a good introduction for Chuang Tzu/Zhuang_Zhou for readers with Catholics or Christian background, thanks to ""A Note to Reader"" and ""A Study of Chuang Tzu"" chapters by the author. The introduction chapters are gems by themselves, reflecting the rays of bright mind of the author.The poetry part from Chuang Tzu is the main course and maybe the part that you would re-read again and again, even only for some of them. 
It is a good introduction for Chuang Tzu/Zhuang_Zhou for readers with Catholics or Christian background, thanks to ""A Note to Reader"" and ""A Study of Chuang Tzu"" chapters by the author. The introduction chapters are gems by themselves, reflecting the rays of bright mind of the author.The poetry part from Chuang Tzu is the main course and maybe the part that you would re-read again and again, even only for some of them. 
...more

",https://www.goodreads.com/review/show/2107165220?book_show_action=true
18873852,      The Way of Chuang Tzu,Bill Kerwin,43043,really liked it,"

If you like to read about spirituality and are tolerant of its many forms and traditions, then this book may be just the thing for you. It is a selection from the writings of an early Daoist philosopher, chosen and rendered into English by an American Catholic Trappist monk with a great sympathy for zen Buddhism. Oh, and it possesses a brief preface by his Holiness, the Dalai Lama.Confucian practice comes in for much criticism in this book, but I think this is because Daoism is concerned about t
If you like to read about spirituality and are tolerant of its many forms and traditions, then this book may be just the thing for you. It is a selection from the writings of an early Daoist philosopher, chosen and rendered into English by an American Catholic Trappist monk with a great sympathy for zen Buddhism. Oh, and it possesses a brief preface by his Holiness, the Dalai Lama.Confucian practice comes in for much criticism in this book, but I think this is because Daoism is concerned about the experience of being and enlightenment, whereas Confucianism is concerned with the proprieties of social behavior. If Chuang Tzu rails at the students of Confucianism, he does so in much the same spirit with which Jesus criticizes the scribes and the pharisees. He wishes to lead them past the practices to the heart within all of us.Thomas Merton is not fluent in Chinese, and does not claim to be, but as he is a real poet his Chang Tzu renditions travel to the heart within all of us too.Here are a few examples I have chosen, principally because I liked them and they were a little shorter than the rest:
THE NEED TO WINWhen an archer is shootingHe has all his skill.If he shoots for a brass buckleHe is already nervous.If he shoots for a prize of goldHe goes blindor sees two targets—he is out of his mind!His skill has not changed. But the prizeDivides him. He cares.He thinks more of winningThan of shooting—And the need to windDrains him of power. APOLOGIESIf a man steps on a stranger’s footIn the marketplace,He makes a polite apologyAnd offers an explanation(This place is so terriblyCrowded!”)If an elder brotherSteps on his younger brother’s foot,He says, “Sorry!”And that is that.If a parentTreads on his child’s foot,Nothing is said at all.The greatest politenessIs free of all formality.Perfect conduct is free of concern.Perfect wisdomIs unplanned.Perfect loveIs without demonstrations.Perfect sincerity offersNo guarantee.THE USELESSHui Tzu said to Chuang Tzu:“All your teaching is centered on what has no use.”Chuang replied:“If you have no appreciation for what has no useYou cannot begin to talk about what can be used.The earth, for example, is broad and vastBut of all that expanse a man uses only a few inchesUpon which he happens to be standing.Now suppose you suddenly take awayAll that he is not actually usingSo that, all around his fee a gulfYawns, and he stands in the Void,With nowhere solid except right under each foot:How long will he be able to use what he is using?”Hui Tzu: “It would cease to serve any purpose.”Chuang concluded”“This showsThe absolute necessityOf what has ‘no use’”

...more

",https://www.goodreads.com/review/show/2150169640?book_show_action=true
18873852,      The Way of Chuang Tzu,Joseph,41307,it was amazing,"

This is one of the first books I read some time ago after first reading the Chuang Tzu. Read it because I needed to read other interpretations of the Chuang Tzu. Merton has a special appeal for me because I had read his great “Seven Story Mountain” and I am enamored of Trappist monks (maybe because I’m not sure I have the fortitude it would take to live those vows). Even given that Merton did not read Chinese, I still think that his is a unique perspective, perhaps because he more than anyone el
This is one of the first books I read some time ago after first reading the Chuang Tzu. Read it because I needed to read other interpretations of the Chuang Tzu. Merton has a special appeal for me because I had read his great “Seven Story Mountain” and I am enamored of Trappist monks (maybe because I’m not sure I have the fortitude it would take to live those vows). Even given that Merton did not read Chinese, I still think that his is a unique perspective, perhaps because he more than anyone else who has interpreted the Chuang Tzu has 'lived' the Chuang Tzu. What? Well think about it and read about how a Trappist monk lives. It is a life reduced to essentials and a life where the material life most of us cannot avoid living plays little part.“The man of TaoRemains unknownPerfect virtueProduces nothing‘No-Self’Is ‘True-Self’And the greatest man Is nobody.’ (p. 92)Perhaps more so these lines:“He goes his wayWithout relying on othersAnd does not pride himselfOn walking alone.” (p. 91)In my opinion a man who lived his life as humbly as Merton did is well qualified to interpret Chuang Tzu.I’m not suggesting that Thomas Merton is the only person who could have interpreted Chuang Tzu or Daoism. But, I am suggesting that he was uniquely qualified to do so and that his perspective is a very valuable one. That’s why I’ve kept this book on my shelf for 20 or so years and that’s why I go back to it.
...more

",https://www.goodreads.com/review/show/524746579?book_show_action=true
18873852,      The Way of Chuang Tzu,Guy,40128,it was amazing,"

Very enjoyable and well worth while reading! Curiously, when I first read it I felt it wasn't up to 5 stars, and gave it a 3. However on recent re-read, I now rate it a full five stars. Not sure what has changed about me to make such a change in my perception of the writing, but on this read even the introduction stood out as exceptionally entertaining.And now I find myself going to it from time-to-time to partake of its charm and wisdom. It is a truly refreshing and delightful book of wise humo
Very enjoyable and well worth while reading! Curiously, when I first read it I felt it wasn't up to 5 stars, and gave it a 3. However on recent re-read, I now rate it a full five stars. Not sure what has changed about me to make such a change in my perception of the writing, but on this read even the introduction stood out as exceptionally entertaining.And now I find myself going to it from time-to-time to partake of its charm and wisdom. It is a truly refreshing and delightful book of wise humour. Or, perhaps, humous wisdom.A couple of paragraphs from Merton's introduction stand out as worthy of citing:[My:] 'readings' [of Chuang Tzu:] are not attempts at faithful reproduction but ventures in personal and spiritual interpretation. Inevitably, any rendering of Chuang Tzu is bound to be very personal. Though, from the point of view of scholarship, I am not even a dwarf sitting on the shoulders of these giants, and though not all my renderings can even qualify as 'poetry,' I believe that a certain type of reader will enjoy my intuitive approach to a thinker who is subtle, funny, provocative, and not easy to get at (9).And:This book is not intended to prove anything or to convince anyone of anything that s/he does not want to hear about in the first place. In other words, it is not a new apologetic subtlety ... in which Christian rabbits will suddenly appear by magic out of a Taoist hat. I simply like Chuang Tzu because he is what he is and I feel no need to justify this liking to myself or to anyone else. He is far too great to need any apologies from me (10).
...more

",https://www.goodreads.com/review/show/77474663?book_show_action=true
18873852,      The Way of Chuang Tzu,Bob Nichols,40281,really liked it,"

Among the classical Chinese philosophers (550-250 BCE), Chuang Tzu (d. 275) was the premier voice for Taoism. The Tao is regarded as mysterious, immune to description. Taoism's legendary founder, Lao Tzu (who may not have existed), states that ""The name that can be named is not the constant name."" In the same vein, Chuang Tzu writes that ""Tao is a name that indicates without defining."" Given this characterization or lack thereof, even a reference to ""the Tao"" is problematic as ""the"" qualifies Ta
Among the classical Chinese philosophers (550-250 BCE), Chuang Tzu (d. 275) was the premier voice for Taoism. The Tao is regarded as mysterious, immune to description. Taoism's legendary founder, Lao Tzu (who may not have existed), states that ""The name that can be named is not the constant name."" In the same vein, Chuang Tzu writes that ""Tao is a name that indicates without defining."" Given this characterization or lack thereof, even a reference to ""the Tao"" is problematic as ""the"" qualifies Tao. Any attempt to define the Tao seems so fundamentally at odds with what Taoism is about. It is easy to get stuck and to resign oneself to a search for something vague but promising, something that unifies and quiets the soul. Yet, if Taoism is viewed as cosmic energy that operates dialectically (force, counter force, equilibrium), the Taoist epigrams of Chuang Tzu begin to make some sense. Ultimate reality is not a thing, but energy that pervades all (the cosmos, nature, human relationships). Energy, while formless, manifests itself in matter that moves in certain ways that reflect its inner makeup. Matter acts and matter reacts until equilibrium is achieved. That balance is then upset and this prompts new dialectic cycles. Absolute, Eternal stasis where time stops has no place in Taoism. The only permanent reality is change itself.The principle of change governs human affairs as well. Chuang Tzu's epigrams emphasize balance in the conduct of life. To stand out, by seeking fame and riches and power, is to upset that balance and, thereby, trigger adverse reaction (tension, conflict, violence) until order (balance) is restored. Non-striving and non-action are often interpreted as the need to retreat through self-denial. But these words can also mean that the self can attend to its basic needs without the excess that comes from striving too much and acting beyond proper bounds. While man may ""think he is surpassing others, others see him merely straining, stretching, to stand on tiptoe."" And, just who is the self? As in all life forms, each individual has his or her own nature: ""Water is for fish, and air for men. Natures differ, and needs with them."" Being true to one's nature brings peace and harmony to the soul as long as it is done with a sense of proportion and balance. This perspective stands in contrast with the Confucians who pushed individuals away from themselves and toward the needs of the social order. From the various commentaries on the subject, ""Tao"" generally means the ultimate pinciple that governs all, the path of the cosmos. ""Te"" is the Tao translated into the life principle. This is both the force or energy that pervades all of life and the principles of change and balance that govern all life forms and their interaction with each other and nature. Virtue is to follow these principles. ""Ching"" refers to one's essential nature. Virtue means to care and tend to our individual natures but to do so without asserting too much and without violating ""Te."" Arguably, this could be the story that Taoism tells. In the end, of course, the principle of change means that we, as all life forms do, must die and that our death, as death does throughout nature, begets new life. In our brief moment of life, though, it is in our interest to live within our bounds as individual and social harmony is the result. To assert oneself beyond those bounds brings only disharmony. As Chuang Tzu writes, ""There is no robber so dangerous as Nature (Yang and Yin). Yet it is not nature that does the damage: it is man's own will!"" 
...more

",https://www.goodreads.com/review/show/98404235?book_show_action=true
18873852,      The Way of Chuang Tzu,Julia,40117,it was amazing,"

a reference book on my shelf, which I return to again and again. Chuang Tzu illustrates the way with fables rather than epigrams. More approachable than Lao Tzu, thought some stories can be as enigmatic as truisms. Not a book to read through cover to cover in one sitting, but rather a book to leave around, and pick a page at random whenever guidance is needed.

",https://www.goodreads.com/review/show/76312419?book_show_action=true
18873852,      The Way of Chuang Tzu,Kevin,42973,really liked it,"

I'd read Lao Tzu's ""Tao Te Ching"" before but had never had the opportunity to read anything my Chuang Tzu. This was an excellent book that I read straight through, probably not the best way to read it, I think I'll get a physical copy so I can keep it on the nightstand to read the poetry section, again and again.
I'd read Lao Tzu's ""Tao Te Ching"" before but had never had the opportunity to read anything my Chuang Tzu. This was an excellent book that I read straight through, probably not the best way to read it, I think I'll get a physical copy so I can keep it on the nightstand to read the poetry section, again and again.
...more

",https://www.goodreads.com/review/show/2102965777?book_show_action=true
18873852,      The Way of Chuang Tzu,Patrick,41605,it was ok,"

I am a great admirer of Thomas Merton. However, the content of his translation is too frequently wrong to make this translation a reliable representation of what Zhuang Zi (Chuang Tzu) meant.There are many places in ancient Chinese where, e.g., one person might translate: ""The sage always..."" and another person might translate: ""The Dao always..."" That is because the original text did not have a subject. The reader has to supply that part. Usually there is no way to figure it out for sure; eithe
I am a great admirer of Thomas Merton. However, the content of his translation is too frequently wrong to make this translation a reliable representation of what Zhuang Zi (Chuang Tzu) meant.There are many places in ancient Chinese where, e.g., one person might translate: ""The sage always..."" and another person might translate: ""The Dao always..."" That is because the original text did not have a subject. The reader has to supply that part. Usually there is no way to figure it out for sure; either or both might be what the original author intended.Too many of the things that appear in Merton's English cannot be supported by the Chinese text. The idea did not come from the Chinese text because Merton could not read Chinese. The idea must have come because Merton was able to push the English of translators into the interpretation that seemed to Merton, on the basis of his own experience as a meditator, to be correct. If you want to understand Merton then this translation may well help. If you want to understand Zhuang Zi then this translation can get you into trouble.
...more

",https://www.goodreads.com/review/show/775690384?book_show_action=true
18873852,      The Way of Chuang Tzu,George,43594,it was amazing,"

A joy and a challenge to read, this offered me entirely new realms of consideration for why I might shed the myths of self-made manhood and goal-oriented living and embrace a deeper way. The introduction by Merton is outstanding.

",https://www.goodreads.com/review/show/2811022877?book_show_action=true
